Time,Country,Country Code,Females in NatSci/Math/Stats programs(%),GDP Per Capita(current US$),Gov expenditure per student,Female Life Expectancy,Male Life Expectancy,Population,Female Population,Female Pop(% of total),Females in STEM programs(%),Female Primary Graduation(%),Male Primary Graduation(%),Female Tertiary Graduation(%),Male Tertiary Graduation(%),Youth Literacy,A woman can get a job in the same way as a man (1=yes; 0=no),A woman can open a bank account in the same way as a man (1=yes; 0=no),A woman can choose where to live in the same way as a man (1=yes; 0=no),Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),Total Labor Force,Female Labor Force,Female Labor Force (% of total),Female Retirement Age,Male Retirement Age
2016,Estonia,EST,60.98592,18437.2528207173,20.29085,82.2,73.3,1315790.0,698980.0,53.1224672561559,38.32505,,,,,,1,1,1,1,695233.0,336426.0,48.3903957378318,,
2016,Eswatini,SWZ,,3425.55950940688,,61.214,53.152,1113984.0,574392.0,51.5619473713503,,102.71389,103.37137,,,,0,0,1,0,353016.0,171313.0,48.5283953135269,,
2016,Ethiopia,ETH,,717.124592933285,,67.378,63.622,103603501.0,51797624.0,49.9960170249525,,,,,,,1,1,1,1,48237030.0,22316626.0,46.2645108954677,,
2016,Faroe Islands,FRO,,56854.102653706,,84.3,79.9,48173.0,,,,,,,,,..,..,..,..,,,,,
2016,Fiji,FJI,,5651.31805482702,,68.925,65.555,872399.0,429490.0,49.2308626946628,,,,,,,1,1,1,1,356403.0,117025.0,32.8350210295648,,
2016,Finland,FIN,54.33483,43784.2839622098,21.50883,84.4,78.6,5495303.0,2789446.0,50.7605524769022,27.05804,,,64.5000076293945,41.7304191589355,,1,1,1,1,2688740.0,1291800.0,48.0448090927349,,
2016,France,FRA,49.0219,37037.3741861219,17.3647,85.8,79.5,66724104.0,34399175.0,51.5543458477423,31.80564,,,54.3181915283203,39.5366516113281,,1,1,1,1,30220666.0,14456398.0,47.8361330620576,,
2016,French Polynesia,PYF,,,,79.339,74.924,274575.0,135302.0,49.2767029893363,,,,,,,..,..,..,..,116833.0,50593.0,43.3036898821395,,
2016,Gabon,GAB,,6984.45101873395,,67.346,63.552,2007873.0,985069.0,49.0603033445192,,,,,,,0,0,0,1,659783.0,265629.0,40.2600551999673,,
2016,"Gambia, The",GMB,,690.778886042938,,62.548,59.836,2149139.0,1083109.0,50.397322828637,,69.19029,61.85083,,,,1,1,1,0,706595.0,309560.0,43.8101033831261,,
